Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
460,Noah Vonleh\vonleno01,PF,22,TOT,34,12,14.2,1.4,2.9,.495,0.1,0.2,.333,1.4,2.7,.505,.505,0.7,0.9,.750,1.0,4.0,5.0,0.4,0.2,0.3,0.5,1.2,3.6
460,Noah Vonleh\vonleno01,PF,22,POR,33,12,14.4,1.4,2.9,.490,0.1,0.2,.333,1.4,2.7,.500,.500,0.7,0.9,.742,1.1,4.0,5.1,0.4,0.2,0.3,0.5,1.3,3.6
460,Noah Vonleh\vonleno01,PF,22,CHI,1,0,6.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,1.0,1.0,1.000,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0
461,Nikola Vucevic\vucevni01,C,27,ORL,34,34,29.9,7.3,14.9,.491,1.4,4.1,.343,5.9,10.7,.548,.539,1.4,1.6,.821,1.8,7.5,9.3,3.3,1.0,1.1,1.9,2.4,17.4
462,Dwyane Wade\wadedw01,SG,36,TOT,49,3,23.2,4.2,9.4,.447,0.5,1.5,.320,3.7,7.9,.472,.473,2.0,2.8,.696,0.9,3.2,4.0,3.5,0.9,0.7,2.1,1.9,10.9
462,Dwyane Wade\wadedw01,SG,36,CLE,46,3,23.2,4.3,9.5,.455,0.5,1.5,.329,3.8,7.9,.479,.482,2.0,2.9,.701,0.8,3.1,3.9,3.5,0.9,0.7,2.0,1.8,11.2
462,Dwyane Wade\wadedw01,SG,36,MIA,3,0,22.0,3.0,9.3,.321,0.3,1.7,.200,2.7,7.7,.348,.339,0.7,1.3,.500,1.0,4.3,5.3,3.3,1.0,1.0,4.0,2.7,7.0
463,Dion Waiters\waitedi01,SG,26,MIA,30,30,30.6,5.4,13.7,.398,1.7,5.7,.306,3.7,8.0,.463,.461,1.7,2.3,.739,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2.0,14.3
464,Kemba Walker\walkeke02,PG,27,CHO,55,55,35.1,7.6,17.9,.423,2.9,7.6,.379,4.7,10.3,.456,.504,4.8,5.7,.852,0.4,2.9,3.4,5.8,1.2,0.3,2.2,1.4,22.9
465,John Wall\walljo01,PG,27,WAS,37,37,34.3,6.8,16.3,.417,1.4,4.0,.358,5.4,12.3,.436,.461,4.3,6.0,.719,0.5,3.0,3.6,9.3,1.3,1.1,3.6,1.9,19.4
466,Tyrone Wallace\wallaty01,PG,23,LAC,18,10,27.4,3.4,7.6,.456,0.4,1.2,.333,3.1,6.4,.478,.482,2.3,3.0,.778,0.6,2.6,3.2,2.3,0.8,0.4,1.3,2.6,9.6
467,Taurean Waller-Prince\princta02,SF,23,ATL,59,59,29.9,4.4,10.7,.416,1.7,4.7,.368,2.7,5.9,.454,.498,1.6,1.9,.817,0.7,4.0,4.7,2.3,0.9,0.5,2.2,2.0,12.2
468,Derrick Walton\waltode01,PG,22,MIA,14,0,9.8,0.6,1.7,.333,0.5,1.2,.412,0.1,0.5,.143,.479,0.3,0.3,1.000,0.1,0.8,0.9,1.1,0.4,0.2,0.1,0.4,1.9
469,T.J. Warren\warretj01,SF,24,PHO,56,56,32.4,8.0,16.0,.500,0.3,1.4,.203,7.7,14.6,.529,.509,3.0,4.1,.746,1.8,3.3,5.1,1.4,1.0,0.6,1.3,2.2,19.3
470,James Webb\webbja01,SF,24,BRK,9,0,12.0,0.6,2.3,.238,0.4,1.9,.235,0.1,0.4,.250,.333,0.0,0.0,,0.8,1.7,2.4,0.4,0.1,0.0,0.3,1.1,1.6
471,Briante Weber\weberbr01,PG,25,HOU,13,0,9.1,0.7,1.7,.409,0.3,0.7,.444,0.4,1.0,.385,.500,0.3,0.3,1.000,0.2,1.2,1.4,1.0,0.8,0.2,0.5,1.4,2.0
472,David West\westda01,C,37,GSW,54,0,13.6,3.1,5.1,.618,0.1,0.1,.429,3.1,5.0,.623,.624,0.8,1.0,.732,0.9,2.6,3.5,1.9,0.6,1.1,1.0,1.7,7.1
473,Russell Westbrook\westbru01,PG,29,OKC,57,57,36.2,9.5,21.5,.444,1.3,4.4,.296,8.2,17.1,.482,.474,5.1,7.0,.726,1.7,7.6,9.4,10.4,1.9,0.2,4.6,2.3,25.4
474,Andrew White\whitean01,SF,24,ATL,1,0,17.0,6.0,11.0,.545,3.0,7.0,.429,3.0,4.0,.750,.682,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,15.0
475,Derrick White\whitede01,PG,23,SAS,16,0,7.5,0.8,1.6,.480,0.3,0.5,.500,0.5,1.1,.471,.560,0.8,1.1,.667,0.3,1.1,1.4,0.5,0.3,0.1,0.4,0.5,2.5
476,Okaro White\whiteok01,PF,25,MIA,6,4,13.3,1.2,2.7,.438,0.7,1.8,.364,0.5,0.8,.600,.563,0.3,0.5,.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,3.3
477,Isaiah Whitehead\whiteis01,PG,22,BRK,15,0,11.9,2.6,5.5,.470,0.5,1.1,.412,2.1,4.4,.485,.512,0.9,1.3,.684,0.3,1.5,1.7,1.3,0.5,0.1,1.6,1.5,6.5
478,Hassan Whiteside\whiteha01,C,28,MIA,39,39,25.7,5.9,10.8,.550,0.1,0.1,1.000,5.9,10.7,.548,.552,2.3,3.1,.727,3.2,8.8,11.9,0.8,0.7,1.7,1.7,2.2,14.2
479,Andrew Wiggins\wiggian01,SF,22,MIN,61,61,36.1,6.9,15.7,.438,1.3,4.2,.315,5.6,11.5,.483,.480,2.4,3.9,.634,1.0,3.2,4.2,1.7,1.1,0.6,1.7,1.9,17.5
480,Jacob Wiley\wileyja01,PF,23,BRK,5,0,6.6,0.2,0.8,.250,0.2,0.4,.500,0.0,0.4,.000,.375,0.2,0.4,.500,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,0.8
481,Damien Wilkins\wilkida02,SF,38,IND,19,1,8.0,0.7,2.1,.333,0.2,0.9,.222,0.5,1.1,.429,.385,0.2,0.2,.750,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7
482,C.J. Williams\willicj01,SG,27,LAC,28,13,19.4,2.4,5.2,.462,0.8,2.1,.350,1.6,3.0,.541,.534,0.4,0.5,.786,0.4,1.2,1.5,0.9,0.9,0.5,0.6,1.8,5.9
483,Lou Williams\willilo02,SG,31,LAC,55,14,32.4,7.4,16.8,.440,2.8,7.4,.378,4.6,9.5,.488,.522,5.6,6.2,.895,0.5,2.1,2.5,5.3,1.1,0.2,2.9,1.4,23.2
484,Marvin Williams\willima02,PF,31,CHO,53,53,26.1,3.3,7.0,.470,1.6,3.7,.426,1.7,3.3,.520,.582,1.3,1.5,.870,1.0,3.8,4.8,1.1,0.7,0.4,0.8,1.5,9.4
485,Matt Williams\willima05,SG,24,MIA,3,0,3.7,0.7,2.0,.333,0.3,1.7,.200,0.3,0.3,1.000,.417,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,1.7
486,Troy Williams\willitr02,SF,23,HOU,4,0,4.3,0.5,2.3,.222,0.0,1.3,.000,0.5,1.0,.500,.222,0.3,0.8,.333,0.3,0.8,1.0,0.3,0.3,0.0,0.3,0.5,1.3
487,D.J. Wilson\wilsodj01,PF,21,MIL,19,0,3.2,0.4,0.6,.583,0.1,0.3,.400,0.3,0.4,.714,.667,0.0,0.0,,0.1,0.3,0.4,0.1,0.1,0.1,0.2,0.3,0.8
488,Jamil Wilson\wilsoja02,SF,27,LAC,15,10,18.3,2.5,5.4,.469,1.8,4.2,.429,0.7,1.2,.611,.636,0.1,0.3,.500,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7.0
489,Justise Winslow\winslju01,SF,21,MIA,44,21,23.2,2.4,6.1,.397,0.6,1.4,.397,1.8,4.6,.397,.444,0.8,1.2,.692,0.9,4.4,5.3,2.0,0.6,0.5,1.2,2.0,6.2
490,Jeff Withey\witheje01,C,27,DAL,10,0,3.9,0.6,1.6,.375,0.2,1.0,.200,0.4,0.6,.667,.438,0.1,0.2,.500,0.1,0.9,1.0,0.0,0.0,0.3,0.2,0.3,1.5
491,Nate Wolters\woltena01,PG,26,UTA,5,0,3.8,0.2,1.2,.167,0.0,0.0,,0.2,1.2,.167,.167,0.0,0.0,,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.4
492,Brandan Wright\wrighbr03,PF,30,MEM,27,1,13.6,2.1,3.7,.576,0.0,0.0,,2.1,3.7,.576,.576,0.8,1.2,.636,1.2,2.3,3.4,0.5,0.5,0.9,0.3,1.1,5.0
493,Delon Wright\wrighde01,PG,25,TOR,45,3,21.3,3.0,6.4,.471,0.8,2.1,.375,2.2,4.3,.518,.533,1.6,1.8,.867,0.7,2.3,3.0,2.7,1.1,0.5,1.2,1.2,8.4
494,Guerschon Yabusele\yabusgu01,PF,22,BOS,22,0,5.0,0.6,1.5,.406,0.4,1.0,.364,0.2,0.5,.500,.531,0.2,0.4,.556,0.5,0.9,1.4,0.3,0.0,0.0,0.3,0.6,1.8
495,James Young\youngja01,SG,22,PHI,5,0,10.4,0.8,2.4,.333,0.6,2.0,.300,0.2,0.4,.500,.458,0.8,1.2,.667,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.6,3.0
496,Joe Young\youngjo01,PG,25,IND,41,1,10.2,1.5,3.2,.473,0.4,1.1,.362,1.1,2.0,.536,.538,0.4,0.6,.720,0.1,0.8,1.0,0.6,0.2,0.0,0.4,0.7,3.9
497,Nick Young\youngni01,SG,32,GSW,56,1,14.4,2.4,5.4,.443,1.4,3.7,.393,0.9,1.7,.553,.578,0.4,0.6,.727,0.2,1.0,1.2,0.4,0.5,0.1,0.4,1.1,6.6
498,Thaddeus Young\youngth01,PF,29,IND,58,58,32.7,5.3,10.7,.497,0.8,2.4,.350,4.5,8.3,.539,.536,0.6,1.0,.576,2.2,3.8,6.0,2.1,1.5,0.4,1.3,2.2,12.1
499,Cody Zeller\zelleco01,C,25,CHO,26,0,19.1,2.4,4.8,.508,0.1,0.1,1.000,2.3,4.7,.500,.516,2.0,2.8,.716,2.1,3.5,5.6,1.0,0.5,0.8,1.2,2.5,7.0
500,Tyler Zeller\zellety01,C,28,TOT,47,33,17.0,3.0,5.4,.559,0.2,0.6,.357,2.8,4.8,.584,.579,0.9,1.3,.667,1.6,3.1,4.7,0.6,0.2,0.5,0.9,1.9,7.1
500,Tyler Zeller\zellety01,C,28,BRK,42,33,16.7,3.0,5.5,.546,0.2,0.6,.385,2.7,4.8,.567,.568,1.0,1.4,.667,1.5,3.1,4.6,0.7,0.2,0.5,0.8,1.9,7.1
500,Tyler Zeller\zellety01,C,28,MIL,5,0,19.0,3.4,5.0,.680,0.0,0.4,.000,3.4,4.6,.739,.680,0.0,0.0,,2.4,3.0,5.4,0.4,0.0,0.8,1.0,2.0,6.8
501,Paul Zipser\zipsepa01,SF,23,CHI,48,9,15.0,1.5,4.2,.356,0.7,1.9,.348,0.8,2.3,.364,.436,0.3,0.4,.667,0.2,2.2,2.4,0.8,0.4,0.3,0.8,1.5,3.9
502,Ante Zizic\zizican01,C,21,CLE,14,1,3.2,0.4,0.9,.417,0.0,0.0,,0.4,0.9,.417,.417,0.4,0.5,.714,0.4,0.7,1.1,0.1,0.0,0.2,0.1,0.4,1.1
503,Ivica Zubac\zubaciv01,C,20,LAL,18,0,5.2,0.9,1.7,.548,0.0,0.0,,0.9,1.7,.548,.548,0.4,0.6,.727,0.5,1.1,1.6,0.2,0.0,0.1,0.4,0.6,2.3
