Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
256,Enes Kanter\kanteen01,C,25,NYK,55,55,26.1,6.1,10.1,.604,0.0,0.0,.000,6.1,10.1,.606,.604,2.2,2.5,.871,3.6,7.1,10.7,1.6,0.5,0.5,1.9,2.6,14.4
257,Luke Kennard\kennalu01,SG,21,DET,50,4,18.6,2.5,5.8,.436,1.0,2.5,.415,1.5,3.4,.452,.524,0.7,0.8,.850,0.3,1.8,2.1,1.4,0.6,0.2,0.9,1.0,6.8
258,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,50,50,26.2,4.1,8.1,.506,0.0,0.0,.000,4.1,8.1,.509,.506,1.5,2.3,.681,1.2,3.3,4.4,1.1,0.8,0.5,0.6,1.9,9.7
259,Sean Kilpatrick\kilpase01,SG,28,TOT,36,0,9.8,1.5,4.4,.338,0.6,2.3,.272,0.9,2.1,.408,.408,0.9,0.9,.971,0.1,1.5,1.6,0.8,0.1,0.1,0.7,0.6,4.5
259,Sean Kilpatrick\kilpase01,SG,28,BRK,16,0,11.4,1.6,5.4,.291,0.7,2.6,.262,0.9,2.8,.318,.355,1.1,1.2,.947,0.1,2.1,2.2,0.9,0.1,0.1,1.0,0.5,4.9
259,Sean Kilpatrick\kilpase01,SG,28,MIL,20,0,8.6,1.4,3.6,.394,0.6,2.0,.282,0.9,1.6,.531,.472,0.8,0.8,1.000,0.1,1.0,1.1,0.7,0.2,0.1,0.4,0.7,4.1
260,Maxi Kleber\klebima01,PF,26,DAL,52,35,17.4,2.2,4.5,.483,0.5,1.7,.287,1.7,2.9,.597,.536,0.5,0.7,.703,1.1,2.1,3.2,0.7,0.4,0.7,0.4,1.7,5.4
261,Furkan Korkmaz\korkmfu01,SG,20,PHI,6,0,5.3,0.5,2.0,.250,0.2,1.3,.125,0.3,0.7,.500,.292,0.3,0.3,1.000,0.3,0.7,1.0,0.3,0.2,0.0,0.2,0.7,1.5
262,Luke Kornet\kornelu01,PF,22,NYK,3,0,13.3,1.3,4.7,.286,1.0,4.0,.250,0.3,0.7,.500,.393,0.0,0.0,,0.3,3.3,3.7,0.7,0.7,1.3,0.0,0.0,3.7
263,Kyle Korver\korveky01,SG,36,CLE,56,0,21.3,3.1,6.8,.455,2.3,5.3,.431,0.8,1.5,.542,.623,0.8,0.9,.887,0.2,1.8,2.0,1.2,0.4,0.3,0.7,1.6,9.3
264,Kosta Koufos\koufoko01,C,28,SAC,54,7,18.9,2.8,5.0,.561,0.0,0.0,,2.8,5.0,.561,.561,0.5,1.1,.468,2.0,4.2,6.2,1.1,0.7,0.4,0.7,1.9,6.1
265,Kyle Kuzma\kuzmaky01,PF,22,LAL,56,21,29.5,6.0,13.3,.450,1.9,5.3,.358,4.1,8.0,.511,.521,1.8,2.6,.699,1.2,4.6,5.9,1.8,0.6,0.4,1.7,2.0,15.7
266,Mindaugas Kuzminskas\kuzmimi01,SF,28,NYK,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Skal Labissiere\labissk01,PF,21,SAC,42,17,18.0,3.1,6.8,.463,0.2,0.5,.348,3.0,6.2,.473,.477,1.4,1.8,.753,1.5,3.0,4.5,0.9,0.5,0.7,1.0,2.1,7.9
268,Jeremy Lamb\lambje01,SG,25,CHO,56,14,24.9,4.9,11.0,.448,1.1,3.2,.350,3.8,7.8,.488,.499,2.5,3.0,.855,0.7,3.7,4.4,2.2,0.8,0.4,1.2,1.8,13.5
269,Shane Larkin\larkish01,PG,25,BOS,37,0,11.6,1.3,3.3,.382,0.5,1.3,.347,0.8,2.0,.405,.451,0.5,0.6,.864,0.2,1.0,1.2,1.2,0.4,0.1,0.5,1.0,3.5
270,Joffrey Lauvergne\lauvejo01,C,26,SAS,38,1,10.6,1.9,3.6,.529,0.0,0.1,.000,1.9,3.4,.550,.529,0.6,1.0,.632,1.2,2.1,3.3,0.9,0.2,0.1,0.8,1.0,4.4
271,Zach LaVine\lavinza01,SG,22,CHI,14,14,25.4,5.9,14.9,.399,1.9,5.0,.371,4.1,9.9,.413,.462,3.1,3.8,.830,0.4,4.1,4.5,2.6,1.1,0.1,1.5,2.3,16.9
272,Jake Layman\laymaja01,SF,23,POR,26,1,5.5,0.5,1.6,.286,0.2,0.7,.222,0.3,0.9,.333,.333,0.1,0.1,.667,0.2,0.4,0.5,0.3,0.2,0.1,0.2,0.5,1.2
273,T.J. Leaf\leaftj01,PF,20,IND,42,0,9.5,1.3,2.7,.470,0.4,0.9,.472,0.9,1.9,.468,.543,0.1,0.2,.600,0.6,1.0,1.6,0.2,0.1,0.1,0.2,1.0,3.1
274,Courtney Lee\leeco01,SG,32,NYK,59,58,32.6,4.9,10.9,.447,1.6,3.9,.405,3.3,6.9,.471,.520,1.8,1.9,.938,0.5,2.9,3.3,2.7,1.2,0.2,1.3,1.6,13.1
275,Alex Len\lenal01,C,24,PHO,49,3,20.4,3.0,5.3,.558,0.0,0.0,,3.0,5.3,.558,.558,2.5,3.4,.735,2.6,5.1,7.7,1.2,0.4,0.9,1.2,2.2,8.4
276,Kawhi Leonard\leonaka01,SF,26,SAS,9,9,23.3,5.8,12.3,.468,1.2,3.9,.314,4.6,8.4,.539,.518,3.4,4.2,.816,0.7,4.0,4.7,2.3,2.0,1.0,1.8,1.0,16.2
277,Meyers Leonard\leoname01,C,25,POR,22,2,7.9,1.5,2.5,.607,0.4,0.8,.529,1.1,1.8,.641,.688,0.4,0.5,.800,0.4,1.6,2.0,0.5,0.2,0.0,0.3,1.1,3.9
278,Jon Leuer\leuerjo01,PF,28,DET,8,0,17.0,1.9,4.5,.417,0.0,0.4,.000,1.9,4.1,.455,.417,1.6,1.9,.867,0.9,3.1,4.0,0.6,0.1,0.4,0.9,2.0,5.4
279,Caris LeVert\leverca01,SF,23,BRK,50,9,26.1,4.3,10.0,.428,1.1,3.4,.335,3.2,6.6,.476,.485,1.9,2.7,.693,0.8,3.0,3.8,4.1,1.1,0.3,2.4,2.2,11.6
280,DeAndre Liggins\liggide01,SG,29,TOT,40,2,14.7,0.8,2.1,.402,0.4,1.1,.341,0.5,1.0,.474,.494,0.1,0.1,.400,0.2,1.3,1.5,0.9,0.9,0.3,0.4,1.8,2.1
280,DeAndre Liggins\liggide01,SG,29,MIL,31,1,15.5,0.7,2.1,.338,0.4,1.2,.306,0.4,0.9,.379,.423,0.1,0.2,.400,0.2,1.4,1.6,0.9,0.9,0.3,0.4,2.0,1.8
280,DeAndre Liggins\liggide01,SG,29,NOP,9,1,11.9,1.2,1.9,.647,0.4,0.9,.500,0.8,1.0,.778,.765,0.0,0.0,,0.2,0.9,1.1,1.0,1.0,0.2,0.3,1.3,2.9
281,Damian Lillard\lillada01,PG,27,POR,51,51,36.5,8.5,18.9,.447,3.0,8.2,.370,5.4,10.7,.505,.527,6.2,6.7,.924,0.7,3.8,4.5,6.6,1.0,0.4,3.1,1.7,26.1
282,Jeremy Lin\linje01,PG,29,BRK,1,1,25.0,5.0,12.0,.417,1.0,2.0,.500,4.0,10.0,.400,.458,7.0,7.0,1.000,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,18.0
283,Shaun Livingston\livinsh01,PG,32,GSW,50,7,15.5,2.3,4.7,.498,0.0,0.1,.000,2.3,4.6,.504,.498,0.6,0.8,.800,0.5,1.2,1.7,1.9,0.4,0.3,0.8,1.6,5.3
284,Kevon Looney\looneke01,C,21,GSW,47,0,11.0,1.3,2.1,.590,0.0,0.0,,1.3,2.1,.590,.590,0.5,1.0,.490,1.1,1.6,2.8,0.5,0.3,0.6,0.5,1.4,3.0
285,Brook Lopez\lopezbr01,C,29,LAL,49,47,21.4,4.5,10.2,.436,1.5,4.4,.333,3.0,5.8,.514,.508,1.4,1.9,.705,1.0,2.8,3.8,1.5,0.4,1.3,1.5,2.8,11.8
286,Robin Lopez\lopezro01,C,29,CHI,57,57,27.7,5.6,10.5,.527,0.0,0.1,.250,5.5,10.4,.531,.529,1.2,1.5,.761,2.2,2.5,4.7,2.0,0.2,0.8,1.8,1.8,12.3
287,Kevin Love\loveke01,C,29,CLE,48,48,28.0,5.8,12.5,.463,2.2,5.4,.404,3.6,7.1,.507,.550,4.1,4.6,.883,1.9,7.4,9.4,1.6,0.7,0.4,1.5,2.1,17.9
288,Kyle Lowry\lowryky01,PG,31,TOR,54,54,32.1,5.2,12.5,.418,3.0,7.6,.389,2.3,4.9,.462,.536,3.1,3.6,.857,0.9,4.8,5.7,6.5,1.2,0.1,2.4,2.3,16.6
289,Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,46,7,17.0,2.1,5.7,.370,1.1,3.4,.335,1.0,2.3,.421,.469,1.0,1.2,.786,0.3,1.3,1.6,1.1,0.3,0.1,0.8,2.0,6.3
290,Tyler Lydon\lydonty01,PF,21,DEN,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Trey Lyles\lylestr01,PF,22,DEN,53,2,20.8,4.1,8.2,.499,1.3,3.3,.400,2.8,4.9,.566,.580,1.6,2.3,.700,0.8,4.4,5.2,1.2,0.5,0.5,0.9,1.7,11.1
292,Shelvin Mack\macksh01,PG,27,ORL,44,3,18.2,2.0,4.6,.433,0.4,1.4,.300,1.6,3.3,.490,.478,1.1,1.5,.750,0.4,2.0,2.4,3.8,0.6,0.1,1.0,1.1,5.5
293,Josh Magette\magetjo01,PG,28,ATL,9,0,7.7,0.7,1.6,.429,0.3,0.7,.500,0.3,0.9,.375,.536,0.7,0.7,1.000,0.1,0.6,0.7,2.0,0.2,0.0,0.2,0.7,2.3
294,Ian Mahinmi\mahinia01,C,31,WAS,55,0,14.8,1.6,2.8,.586,0.0,0.0,.000,1.6,2.7,.589,.586,1.3,1.7,.734,1.6,2.2,3.8,0.7,0.5,0.6,1.2,3.1,4.5
295,Thon Maker\makerth01,C,20,MIL,57,12,18.1,1.9,4.4,.421,0.4,1.4,.309,1.4,3.0,.474,.470,0.9,1.3,.681,1.1,2.4,3.4,0.6,0.5,0.8,0.6,2.3,5.0
296,Boban Marjanovic\marjabo01,C,29,TOT,20,1,8.6,2.1,4.0,.519,0.0,0.0,,2.1,4.0,.519,.519,1.8,2.3,.800,0.8,2.1,2.9,0.7,0.2,0.3,1.1,1.4,5.9
296,Boban Marjanovic\marjabo01,C,29,DET,19,1,9.0,2.2,4.2,.519,0.0,0.0,,2.2,4.2,.519,.519,1.9,2.4,.800,0.8,2.2,3.0,0.7,0.2,0.3,1.2,1.5,6.2
296,Boban Marjanovic\marjabo01,C,29,LAC,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Lauri Markkanen\markkla01,PF,20,CHI,51,51,30.3,5.5,12.9,.430,2.2,6.3,.354,3.3,6.6,.501,.516,2.0,2.3,.863,1.1,6.6,7.7,1.3,0.5,0.6,1.2,1.6,15.3
298,Jarell Martin\martija01,PF,23,MEM,53,19,20.1,2.6,5.7,.450,0.3,1.0,.327,2.2,4.7,.478,.480,1.0,1.2,.813,1.3,2.6,3.8,0.6,0.6,0.7,1.0,2.8,6.5
299,Frank Mason\masonfr01,PG,23,SAC,29,2,18.6,2.7,6.9,.385,0.6,1.5,.419,2.0,5.4,.376,.430,1.7,2.2,.762,0.4,1.7,2.1,2.9,0.5,0.1,1.3,1.1,7.6
300,Mangok Mathiang\mathima01,C,25,CHO,3,0,3.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.3,1.7,2.0,0.0,0.0,0.0,0.0,0.7,0.0
301,Wesley Matthews\matthwe02,SF,31,DAL,57,56,34.1,4.6,11.1,.409,2.4,6.3,.382,2.1,4.8,.445,.518,1.4,1.7,.825,0.4,2.8,3.2,2.8,1.2,0.2,1.4,2.2,12.9
302,Luc Mbah a Moute\mbahalu01,PF,31,HOU,40,14,27.1,2.7,5.8,.466,1.1,3.1,.358,1.6,2.7,.587,.560,1.0,1.4,.702,0.4,2.9,3.3,1.0,1.2,0.5,1.2,1.8,7.5
303,James Michael McAdoo\mcadoja01,PF,25,PHI,3,0,6.0,0.7,2.3,.286,0.7,2.3,.286,0.0,0.0,,.429,0.7,0.7,1.000,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,2.7
304,Patrick McCaw\mccawpa01,SG,22,GSW,51,6,15.6,1.5,3.4,.440,0.3,1.3,.250,1.2,2.2,.550,.486,0.4,0.5,.720,0.3,1.1,1.4,1.4,0.7,0.2,0.6,1.1,3.7
305,C.J. McCollum\mccolcj01,SG,26,POR,57,57,36.1,8.3,18.4,.450,2.5,5.9,.421,5.8,12.5,.464,.518,2.7,3.1,.859,0.6,3.3,3.9,3.2,1.0,0.4,1.9,2.2,21.7
306,T.J. McConnell\mccontj01,PG,25,PHI,49,1,24.5,3.2,6.2,.511,0.5,0.9,.511,2.7,5.3,.512,.549,0.5,0.6,.833,0.6,2.8,3.4,4.6,1.3,0.2,1.8,1.9,7.3
307,Erik McCree\mccreer01,SF,24,UTA,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Chris McCullough\mcculch01,PF,22,WAS,18,0,4.8,1.0,2.2,.450,0.1,0.4,.143,0.9,1.8,.515,.463,0.5,0.8,.643,0.4,0.9,1.3,0.2,0.0,0.3,0.1,0.4,2.6
309,Doug McDermott\mcderdo01,SF,26,TOT,58,2,21.5,2.8,6.0,.458,0.9,2.5,.379,1.8,3.5,.515,.537,0.7,1.0,.750,0.6,1.9,2.5,1.0,0.2,0.2,0.6,1.3,7.2
309,Doug McDermott\mcderdo01,SF,26,NYK,55,1,21.3,2.7,6.0,.460,1.0,2.5,.387,1.8,3.5,.513,.541,0.7,1.0,.755,0.6,1.8,2.4,0.9,0.2,0.2,0.6,1.3,7.2
309,Doug McDermott\mcderdo01,SF,26,DAL,3,1,24.7,3.0,7.0,.429,0.7,2.7,.250,2.3,4.3,.538,.476,0.7,1.0,.667,0.7,2.3,3.0,2.7,1.0,0.0,0.3,1.7,7.3
310,JaVale McGee\mcgeeja01,C,30,GSW,42,4,8.0,1.7,2.7,.632,0.0,0.1,.000,1.7,2.6,.667,.632,0.7,0.9,.744,0.7,1.2,1.9,0.4,0.3,0.8,0.4,1.2,4.1
311,Alfonzo McKinnie\mckinal01,SF,25,TOR,12,0,4.0,0.6,1.1,.538,0.3,0.7,.375,0.3,0.4,.800,.654,0.2,0.3,.667,0.0,0.5,0.5,0.1,0.1,0.1,0.3,0.6,1.6
312,Ben McLemore\mclembe01,SG,24,MEM,34,6,16.6,2.3,5.8,.398,0.8,2.6,.299,1.5,3.2,.477,.464,0.8,0.9,.871,0.4,1.4,1.8,0.8,0.6,0.2,0.9,2.3,6.1
313,Josh McRoberts\mcrobjo01,PF,30,DAL,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
314,Jodie Meeks\meeksjo01,SG,30,WAS,54,0,14.9,1.9,5.1,.380,0.9,2.8,.309,1.1,2.4,.465,.464,1.4,1.6,.872,0.2,1.4,1.6,0.9,0.4,0.1,0.5,0.8,6.1
315,Salah Mejri\mejrisa01,C,31,DAL,52,1,12.2,1.5,2.3,.653,0.0,0.1,.000,1.5,2.3,.669,.653,0.6,1.1,.571,1.5,2.8,4.2,0.6,0.4,1.2,0.6,2.1,3.7
316,Jordan Mickey\mickejo01,PF,23,MIA,17,2,13.9,1.9,3.9,.478,0.1,0.6,.091,1.8,3.3,.554,.485,0.6,0.9,.688,0.8,3.4,4.2,0.5,0.2,0.5,0.9,1.9,4.5
317,Khris Middleton\middlkh01,SF,26,MIL,57,57,36.8,7.3,15.8,.463,1.8,5.2,.346,5.5,10.6,.521,.520,3.5,4.1,.862,0.5,4.8,5.3,4.1,1.3,0.2,2.3,3.2,20.0
318,C.J. Miles\milescj01,SF,30,TOR,47,3,18.4,3.3,8.3,.402,2.4,6.3,.389,0.9,2.0,.442,.549,1.1,1.3,.823,0.2,1.7,1.9,0.7,0.7,0.4,0.5,1.8,10.2
319,Darius Miller\milleda01,SF,27,NOP,57,2,23.2,2.7,6.0,.459,1.9,4.5,.430,0.8,1.4,.549,.622,0.8,0.9,.880,0.2,1.8,2.0,1.3,0.3,0.2,0.7,2.0,8.2
320,Malcolm Miller\millema01,SF,24,TOR,3,0,4.3,0.7,1.7,.400,0.7,1.3,.500,0.0,0.3,.000,.600,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.3,2.0
321,Patty Mills\millspa02,PG,29,SAS,59,13,23.8,3.2,7.7,.420,1.8,4.7,.386,1.4,3.0,.474,.538,1.1,1.3,.868,0.2,1.6,1.8,2.6,0.7,0.1,1.3,1.4,9.4
322,Paul Millsap\millspa01,PF,32,DEN,16,16,29.7,5.6,12.6,.446,1.3,3.6,.345,4.4,9.0,.486,.495,2.8,4.1,.692,1.5,4.7,6.2,3.0,1.1,1.3,2.1,2.4,15.3
323,Nikola Mirotic\mirotni01,PF,26,TOT,31,6,26.6,5.7,12.5,.458,2.6,6.6,.402,3.1,6.0,.519,.563,2.4,3.0,.806,1.1,5.8,6.9,1.6,0.8,0.7,1.3,1.9,16.5
323,Nikola Mirotic\mirotni01,PF,26,CHI,25,3,24.9,5.7,12.1,.474,2.8,6.4,.429,3.0,5.6,.525,.588,2.6,3.2,.823,0.7,5.6,6.4,1.6,0.6,0.5,1.2,1.8,16.8
323,Nikola Mirotic\mirotni01,PF,26,NOP,6,3,34.0,5.8,14.5,.402,2.2,7.2,.302,3.7,7.3,.500,.477,1.7,2.3,.714,2.8,6.3,9.2,1.7,1.7,1.3,1.3,2.5,15.5
324,Donovan Mitchell\mitchdo01,SG,21,UTA,55,47,32.1,7.3,16.6,.439,2.3,6.6,.354,4.9,10.0,.495,.509,2.7,3.2,.836,0.6,2.9,3.5,3.5,1.5,0.4,2.6,2.8,19.6
325,Naz Mitrou-Long\mitrona01,SG,24,UTA,1,0,1.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
326,Malik Monk\monkma01,SG,19,CHO,40,0,12.1,1.8,5.4,.335,1.1,3.1,.339,0.8,2.3,.330,.433,0.3,0.4,.706,0.1,0.8,0.9,1.2,0.3,0.1,0.5,0.8,5.0
327,Greg Monroe\monrogr01,C,27,TOT,29,14,20.6,4.1,7.0,.586,0.0,0.0,,4.1,7.0,.586,.586,1.4,2.1,.672,2.2,4.9,7.1,2.0,0.7,0.3,1.7,1.8,9.6
327,Greg Monroe\monrogr01,C,27,MIL,5,0,15.8,3.2,6.6,.485,0.0,0.0,,3.2,6.6,.485,.485,0.4,0.8,.500,1.2,3.8,5.0,1.0,0.0,0.0,1.2,1.4,6.8
327,Greg Monroe\monrogr01,C,27,PHO,20,14,23.3,4.9,7.8,.626,0.0,0.0,,4.9,7.8,.626,.626,1.6,2.3,.674,2.5,5.5,8.0,2.5,0.8,0.3,2.0,2.0,11.3
327,Greg Monroe\monrogr01,C,27,BOS,4,0,13.0,1.5,3.8,.400,0.0,0.0,,1.5,3.8,.400,.400,2.0,2.8,.727,2.0,3.0,5.0,1.0,1.0,0.8,0.5,1.5,5.0
328,Luis Montero\montelu01,SG,24,DET,2,0,4.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
329,Ben Moore\moorebe01,PF,22,IND,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0
330,E'Twaun Moore\mooreet01,SG,28,NOP,57,55,31.7,5.1,10.0,.512,1.6,3.8,.433,3.5,6.3,.560,.594,0.6,0.9,.694,0.7,2.0,2.7,2.2,1.0,0.1,1.3,2.3,12.5
331,Eric Moreland\moreler01,PF,26,DET,45,1,11.2,0.7,1.3,.508,0.0,0.0,,0.7,1.3,.508,.508,0.2,0.4,.389,1.0,2.5,3.5,1.0,0.4,0.6,0.5,1.7,1.5
332,Marcus Morris\morrima03,PF,28,BOS,35,14,24.9,4.3,10.4,.416,1.5,3.9,.370,2.9,6.4,.444,.486,2.1,2.6,.811,0.9,4.6,5.4,1.3,0.5,0.3,1.2,1.9,12.2
333,Markieff Morris\morrima02,PF,28,WAS,48,48,26.1,4.2,8.9,.473,1.0,2.6,.378,3.2,6.3,.513,.529,1.4,1.7,.840,1.1,4.5,5.6,1.5,0.8,0.5,1.6,3.1,10.9
334,Monte Morris\morrimo01,PG,22,DEN,3,0,8.3,1.3,2.0,.667,0.0,0.3,.000,1.3,1.7,.800,.667,0.7,0.7,1.000,0.0,0.7,0.7,2.3,1.0,0.0,0.3,0.3,3.3
335,Johnathan Motley\motlejo01,PF,22,DAL,3,0,2.7,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,1.0,2.7,.375,0.0,1.7,1.7,0.3,0.0,0.7,0.0,0.3,3.0
336,Timofey Mozgov\mozgoti01,C,31,BRK,27,14,12.3,1.7,3.1,.536,0.1,0.7,.222,1.5,2.4,.621,.560,0.7,0.9,.760,1.0,2.1,3.2,0.3,0.2,0.4,1.1,1.3,4.2
337,Emmanuel Mudiay\mudiaem01,PG,21,TOT,45,0,18.2,3.1,7.8,.398,0.8,2.4,.345,2.3,5.4,.421,.452,1.6,2.0,.787,0.4,1.9,2.3,3.0,0.5,0.1,1.8,1.2,8.6
337,Emmanuel Mudiay\mudiaem01,PG,21,DEN,42,0,17.9,3.1,7.7,.401,0.9,2.4,.373,2.2,5.2,.414,.460,1.5,1.9,.808,0.4,1.9,2.2,2.9,0.5,0.1,1.7,1.1,8.5
337,Emmanuel Mudiay\mudiaem01,PG,21,NYK,3,0,23.0,3.7,10.0,.367,0.0,2.7,.000,3.7,7.3,.500,.367,2.3,3.7,.636,0.3,2.7,3.0,5.0,1.0,0.3,2.3,2.0,9.7
338,Shabazz Muhammad\muhamsh01,SF,25,MIN,31,2,9.6,1.5,3.8,.385,0.1,0.6,.211,1.3,3.2,.418,.402,0.7,1.0,.710,0.5,1.0,1.5,0.2,0.2,0.1,0.1,0.7,3.7
339,Xavier Munford\munfoxa02,SG,25,MIL,4,0,2.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.5,.500,0.3,0.0,0.3,0.3,0.3,0.0,0.5,0.5,0.8
340,Dejounte Murray\murrade01,PG,21,SAS,58,25,19.4,2.9,6.8,.434,0.1,0.3,.211,2.9,6.5,.445,.439,1.1,1.6,.710,1.3,3.9,5.3,2.8,0.9,0.4,1.7,1.8,7.1
341,Jamal Murray\murraja01,PG,20,DEN,57,56,30.4,5.9,12.8,.462,2.0,5.2,.386,3.9,7.7,.513,.540,2.6,2.9,.914,1.0,2.5,3.5,2.9,0.9,0.3,2.1,2.1,16.5
342,Mike Muscala\muscami01,C,26,ATL,30,5,16.7,2.2,4.4,.489,0.9,2.0,.426,1.3,2.4,.542,.586,0.9,1.0,.900,1.0,2.7,3.7,0.9,0.5,0.5,0.6,1.5,6.1
343,Abdel Nader\naderab01,SF,24,BOS,28,0,9.5,1.0,2.8,.346,0.5,1.4,.359,0.5,1.4,.333,.436,0.2,0.4,.455,0.3,1.0,1.3,0.6,0.2,0.1,0.7,0.8,2.6
344,Larry Nance\nancela02,C,25,TOT,44,17,22.0,3.6,6.1,.593,0.0,0.1,.200,3.6,6.0,.601,.595,1.3,2.1,.628,2.6,4.1,6.8,1.4,1.4,0.5,0.9,2.7,8.6
344,Larry Nance\nancela02,C,25,LAL,42,17,22.0,3.6,6.0,.601,0.0,0.1,.250,3.6,5.9,.606,.603,1.3,2.1,.632,2.6,4.2,6.8,1.4,1.4,0.5,1.0,2.7,8.6
344,Larry Nance\nancela02,C,25,CLE,2,0,23.0,3.5,7.5,.467,0.0,0.5,.000,3.5,7.0,.500,.467,2.0,3.5,.571,4.0,2.5,6.5,2.5,1.0,1.0,0.0,3.5,9.0
345,Shabazz Napier\napiesh01,PG,26,POR,51,8,21.3,3.3,7.4,.451,1.1,2.8,.403,2.2,4.5,.481,.528,1.5,1.9,.832,0.4,1.9,2.3,2.2,1.2,0.2,1.3,1.2,9.3
346,Jameer Nelson\nelsoja01,PG,35,TOT,46,0,20.7,2.0,5.0,.402,0.9,2.6,.345,1.1,2.4,.464,.491,0.3,0.4,.778,0.3,1.9,2.2,3.7,0.5,0.1,1.3,1.6,5.2
346,Jameer Nelson\nelsoja01,PG,35,NOP,43,0,20.9,2.0,4.8,.410,0.9,2.6,.364,1.0,2.2,.463,.507,0.3,0.4,.765,0.3,2.0,2.2,3.6,0.5,0.1,1.3,1.6,5.1
346,Jameer Nelson\nelsoja01,PG,35,DET,3,0,18.0,2.7,8.0,.333,0.3,3.0,.111,2.3,5.0,.467,.354,0.3,0.3,1.000,0.3,0.7,1.0,4.0,0.3,0.0,1.3,2.7,6.0
347,Raul Neto\netora01,PG,25,UTA,33,0,13.2,1.9,4.2,.453,0.5,1.3,.419,1.3,2.8,.468,.518,0.7,0.9,.793,0.2,1.1,1.3,1.9,0.3,0.1,0.8,1.0,5.0
348,Georges Niang\niangge01,PF,24,UTA,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
349,Joakim Noah\noahjo01,C,32,NYK,7,0,5.7,0.7,1.4,.500,0.0,0.0,,0.7,1.4,.500,.500,0.3,0.6,.500,0.9,1.1,2.0,0.6,0.3,0.3,0.6,0.7,1.7
350,Nerlens Noel\noelne01,C,23,DAL,18,6,12.5,1.6,2.9,.528,0.0,0.0,,1.6,2.9,.528,.528,0.9,1.1,.842,1.4,2.6,4.1,0.3,0.6,0.6,0.8,1.7,4.0
351,Lucas Nogueira\noguelu01,C,25,TOR,34,2,9.2,1.1,1.9,.587,0.1,0.4,.200,1.0,1.4,.708,.611,0.4,0.5,.778,0.4,1.5,1.9,0.4,0.5,0.9,0.4,1.3,2.7
352,Dirk Nowitzki\nowitdi01,C,39,DAL,57,57,25.1,4.6,9.9,.462,1.7,4.1,.429,2.8,5.9,.485,.550,1.4,1.6,.901,0.4,5.3,5.7,1.6,0.6,0.5,0.6,1.8,12.3
353,Frank Ntilikina\ntilila01,PG,19,NYK,56,0,20.1,2.0,5.7,.353,0.6,1.8,.337,1.4,4.0,.360,.405,0.6,0.9,.694,0.3,1.7,2.0,3.2,0.9,0.2,1.9,2.3,5.2
354,Jusuf Nurkic\nurkiju01,C,23,POR,55,55,26.5,5.8,12.1,.480,0.0,0.1,.000,5.8,11.9,.485,.480,2.5,3.7,.665,2.1,6.1,8.2,1.8,0.8,1.3,2.4,3.0,14.1
355,David Nwaba\nwabada01,SG,25,CHI,45,3,21.5,2.4,4.7,.517,0.1,0.4,.263,2.3,4.3,.542,.528,1.9,3.0,.625,1.0,3.2,4.2,1.2,0.7,0.5,0.8,2.0,6.8
